floornum,replytime,user,content,liang
344楼,2018-04-23 11:21,热热热热热火?,真的很讨厌步行者的史蒂芬森，总是跳，还特别脏！发自虎扑iPhone客户端,1
346楼,2018-04-23 11:21,腮帮韦mua,不吹不黑 师弟最后那个争球没毛病发自虎扑iPhone客户端,0
347楼,2018-04-23 11:21,阿毛小光头, 引用内容由于违规已被删除全队一起死摁奥迪而已。杰伦的两个三分，真的是决定性的作用啊。发自虎扑iPhone客户端,0
348楼,2018-04-23 11:21,Irving德鲁欧文,最后三分钟真心感谢科沃尔，连着两个三分，加一个盖帽，看到我破骑比分落后真的差点看哭了 老詹打了46分钟 不过值了 恭喜骑士发自虎扑Android客户端,0
349楼,2018-04-23 11:21,我揍赵之hui,史蒂芬森真让我恶心发自虎扑Android客户端,0
350楼,2018-04-23 11:21,无人问我酒可温,直到最后 还是要靠两个老汉发自虎扑Android客户端,0
351楼,2018-04-23 11:21,黑暗騎士,杰伦爸爸！发自虎扑Android客户端,0
352楼,2018-04-23 11:21,tt-melo,真累啊～～～,0
353楼,2018-04-23 11:21,Bryant_Hao,詹姆斯打了四十六分钟。难道这才是骑士取胜之道嘛？发自虎扑Android客户端,0
354楼,2018-04-23 11:21,迷路の信仰,篮球天才泰伦卢，每场让詹姆斯打40分钟，就没想过人的能量是有限的吗？跌跌撞撞过了第一轮又能怎样？后面怎么办？难道泰伦卢的目标是赢一场算一场？我一个中立球迷看了都为詹姆斯觉得累！詹姆斯固然重要，但是篮球离开了詹姆斯科比乔丹一样要打不会停，合理的轮休才是最重要的，多给其他人机会想办法让他们打出来这是球队教练该做的！！！发自虎扑iPhone客户端,0
355楼,2018-04-23 11:21,疾風贱豪,对泰伦卢只有一句话发自虎扑iPhone客户端,0
356楼,2018-04-23 11:21,三分线上的小乔丹,慕斯打到东决怕是要再爆发10场哦，三节俩分钟 也不是这样操啊发自虎扑Android客户端,0
358楼,2018-04-23 11:21,你的朦胧睡眼,发自虎扑Android客户端,0
359楼,2018-04-23 11:21,回复一帖子,威少：联盟中奥拉迪波最像我。。发自手机虎扑 m.hupu.com,0
360楼,2018-04-23 11:21,lqf0927, 引用内容由于违规已被删除关键时刻还不如给芬森支配球发自手机虎扑 m.hupu.com,0
361楼,2018-04-23 11:21,Chesenrid,最后时刻！！！！雷阿伦！！是你吗？？？？！！！！！！！！2三分关键罚球！！！！！你为什么要救鲈鱼！！！！！！！！！发自虎扑Android客户端,0
362楼,2018-04-23 11:21,胖流氓兔,骑士队真是太二了发自手机虎扑 m.hupu.com,0
363楼,2018-04-23 11:21,麦先生的微笑,史蒂芬森，速贷球馆见！发自虎扑Android客户端,0
364楼,2018-04-23 11:21,卡哇伊666莱昂纳德,老詹的上场时间还是不够啊发自虎扑iPhone客户端,0
365楼,2018-04-23 11:21,哈哈哈哈利路亚,2:2后，步行者基本没戏了。发自虎扑iPhone客户端,0
366楼,2018-04-23 11:21,只密老北京,奥迪也太想开会了吧，体验一下威少的待遇？发自虎扑iPhone客户端,0
367楼,2018-04-23 11:21,我打过洋炮,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。两个快速补强差点都变成争球……这个能力还是很佩服的发自虎扑iPhone客户端,70
368楼,2018-04-23 11:21,Kevin林1919,我爱师弟！那份偏执！发自虎扑iPhone客户端,0
369楼,2018-04-23 11:21,啊哈哈哈哈66666,科沃尔真大腿发自虎扑Android客户端,0
370楼,2018-04-23 11:21,小胖看看鞋,6666666666666666666666我詹牛逼我科沃牛逼我jr牛逼我绿姐夫牛逼我克8牛逼我骑牛逼发自虎扑iPhone客户端,0
371楼,2018-04-23 11:21,iAzero,科沃尔牛逼！发自虎扑iPhone客户端,0
372楼,2018-04-23 11:21,信仔777,煞笔泰伦卢发自虎扑iPhone客户端,0
373楼,2018-04-23 11:21,老詹场场划水, 引用内容由于违规已被删除不能这么说啊，破骑的策略就是疯狂包夹奥迪，内线被人爆都不管了，如果这防守策略没起作用的话我破骑图个啥呢？？？发自虎扑Android客户端,0
375楼,2018-04-23 11:21,专注眼下,打的太艰难了发自虎扑Android客户端,0
376楼,2018-04-23 11:21,韦德之道啊,卢指导:一切尽在掌握之中。发自虎扑Android客户端,0
377楼,2018-04-23 11:21,GerMino丶,詹科联手，天下我有发自虎扑Android客户端,0
378楼,2018-04-23 11:21,Sakurax,比赛精彩，我想说的最后就是换防，不要持球包夹，最后几球效果不是很好么！！！！前面包夹内线空成什么样了。奥迪的最后三分吓死人。唠嗑三分+老詹突破两连击拉开分差。还有老是三节崩是什么情况。。。发自手机虎扑 m.hupu.com,0
379楼,2018-04-23 11:21,十年nic,我说是奥迪救了卢指导没什么问题吧发自虎扑Android客户端,0
380楼,2018-04-23 11:21,乔治和德克的球迷,引用18楼 @助板高手 发表的:老实说，现在我看骑士的数据，看的不是勒布朗的得分，是出场时间。恕我直言，如果现在这支骑士打的是5，6年前的步行者，会被横扫，希伯特场均25＋15发自虎扑iPhone客户端,18
381楼,2018-04-23 11:21,liurongwei27,上半场歇两分钟竟然已经很仁慈了,0
382楼,2018-04-23 11:21,三旬老汉巅峰已过,杰伦铁了一整场，末节救主，6666发自虎扑Android客户端,0
383楼,2018-04-23 11:21,詹皇在这个联盟最强,师弟真脏啊发自虎扑Android客户端,0
384楼,2018-04-23 11:21,狮驼岭的大鹏,克林夫兰见！发自虎扑Android客户端,0
385楼,2018-04-23 11:21,Ghost丶唠嗑,求科普卫平布莱恩特怎么了发自虎扑iPhone客户端,0
386楼,2018-04-23 11:21,面瘫MVP卡哇伊,就说四句话，老汉牛逼，心疼老汉，我说完了发自虎扑Android客户端,0
387楼,2018-04-23 11:21,l龙海m,老詹和科沃尔最后拯救了骑士和卢员外,0
388楼,2018-04-23 11:21,KrisCYK,46分钟的上场时间，真的是无语。让人开心不起来，是换教练还是出走吧。伤身伤神发自虎扑iPhone客户端,0
389楼,2018-04-23 11:21,haahh,老詹加油！发自虎扑Android客户端,0
390楼,2018-04-23 11:21,FLash丶mmmm,太轮卢我求你了，继续在医院躺着吧！！！除了死操老詹你还有什么东西发自虎扑iPhone客户端,0
391楼,2018-04-23 11:21,无情老八两,詹科合体，天下无敌发自虎扑iPhone客户端,0
392楼,2018-04-23 11:21,Emine八块腹肌,科沃尔牛逼！！发自虎扑Android客户端,0
393楼,2018-04-23 11:21,在sky中的查理,你说科沃尔虎扑没号我是不信的！发自虎扑Android客户端,0
394楼,2018-04-23 11:21,斯帝芳库里,奥迪，回去检讨吧，辜负了芬森全场拼搏。米兰，咋就那么喜欢特纳呢，投篮不稳定，进攻犹豫，二次篮板也抢不到，连被人称赞的护筐也不行发自虎扑iPhone客户端,0
395楼,2018-04-23 11:21,红酒雪梨, 引用内容由于违规已被删除现在能盗号了？发自虎扑Android客户端,0
396楼,2018-04-23 11:21,玛索苏菲,哎看的窒息，累死累活打了个平手，重头再来两场吧，请多给南斯和克拉克森更多时间发自虎扑iPhone客户端,0
397楼,2018-04-23 11:21,我想一个人dydy,奥迪最后几投迷之自信发自虎扑Android客户端,0
398楼,2018-04-23 11:21,XK911,引用2楼 @黄小葵 发表的:这次关键时刻 终于有人站出来为老詹分担了，科沃尔连续两个三分球 太厉害了四个关键三分，不是两个！发自虎扑iPhone客户端,6
399楼,2018-04-23 11:21,库里在接受采访说,泰伦卢：我这条命都是科沃尔给的发自虎扑iPhone客户端,0
400楼,2018-04-23 11:21,逆天之詹, 引用内容由于违规已被删除奥迪得到的是库里的待遇  可以了 詹姆斯下半场一直都是在外线半休息打法 就是在防奥迪的快攻反击  骑士打的是真辛苦的。,0
401楼,2018-04-23 11:21,就是结实的一,步行者真的很弱，其實騎士有一人能幇詹姆斯都很好贏。发自手机虎扑 m.hupu.com,0
402楼,2018-04-23 11:21,championLBJ,撸教练命真硬，不得不服发自虎扑Android客户端,0
403楼,2018-04-23 11:21,发了芽的土豆,恭喜骑士扳回一城比赛真丑陋，骑士总冠军！发自虎扑Android客户端,0
404楼,2018-04-23 11:21,詹姆斯硬了,可惜了，遛马居然输了。发自虎扑Android客户端,0
406楼,2018-04-23 11:21,gzphfy,德鲁不在的不知道第几天，想他发自虎扑Android客户端,0
407楼,2018-04-23 11:21,勒布朗詹棒棒,逆天改命科沃尔，永不倒下泰伦卢，场休两分詹姆斯，可怜东部大骑士。发自手机虎扑 m.hupu.com,0
408楼,2018-04-23 11:21,雷锋一号,卢：詹姆斯没上40也能赢！发自虎扑Android客户端,0
409楼,2018-04-23 11:21,落寞弧线,看了这么多年骑士球，我感觉让我去炸碉堡我也能淡定了。。发自虎扑Android客户端,0
410楼,2018-04-23 11:21,莺歌很动听,奥迪虽好，骑士更佳呀发自虎扑iPhone客户端,0
411楼,2018-04-23 11:21,马鞍山张伯伦,骑三崩名不虚传，敬业福不堪大任。发自虎扑Android客户端,0
412楼,2018-04-23 11:21,不太会打,长舒一声卧槽发自虎扑iPhone客户端,0
413楼,2018-04-23 11:21,LeBron打球不稳,骑士这个投篮教练不白买啊这就传说中的末节之王科沃尔么！发自虎扑iPhone客户端,0
414楼,2018-04-23 11:21,时博陵,如果用一个词形容今天的科沃尔，那就是老而弥坚。可能他已经没有了年轻巅峰时候的速度 敏捷 ，但是他在十几年nba生涯里历练出的杀招和经验足以弥补一切。他不是战场上纵横捭阖的万人敌，但绝对是阴暗角落里一击必杀的冷面杀手。老兵不死，只是犹自凋零，希望今年能让科沃尔如愿以偿吧。发自虎扑Android客户端,0
415楼,2018-04-23 11:21,黄政民, 引用内容由于违规已被删除我詹险胜…老詹：我滴天，我铁了，有人比我还铁…发自虎扑iPhone客户端,1
416楼,2018-04-23 11:21,五万分老詹,科沃尔真的大心脏，牛逼发自虎扑Android客户端,0
417楼,2018-04-23 11:21,威少拿了总冠军后说,决胜时刻詹科联手，无敌，科沃尔牛逼。发自虎扑Android客户端,0
418楼,2018-04-23 11:21,威少给我干KD,引用18楼 @助板高手 发表的:老实说，现在我看骑士的数据，看的不是勒布朗的得分，是出场时间。今天46分钟，少了两分钟？发自虎扑Android客户端,2
419楼,2018-04-23 11:21,书痴球痴,还是那句话，只要詹姆斯健康，步行者不具备赢骑士的实力发自手机虎扑 m.hupu.com,0
420楼,2018-04-23 11:21,塞纳留斯2012,老詹居然休息了两分钟，卢教头还是留了一手啊发自虎扑iPhone客户端,0
421楼,2018-04-23 11:21,yellowwenj,下半场真科神啊，杰伦老师救了骑士一命发自虎扑iPhone客户端,0
423楼,2018-04-23 11:21,圣轩辕,詹姆斯:没想到我打了46分钟泰伦卢:我还有所保留发自虎扑Android客户端,0
424楼,2018-04-23 11:21,根号刘,金豆全压骑士赢，想败败人品，没想到呀赢了金豆伤了心……发自虎扑Android客户端,0
425楼,2018-04-23 11:21,独狼明,看的都累⊙﹏⊙发自虎扑Android客户端,0
426楼,2018-04-23 11:21,我想去飞翔,这球看的我心惊胆颤，果然是领先多少我骑都不稳啊，加油，连赢3场，4-2步行者发自虎扑iPhone客户端,0
428楼,2018-04-23 11:21,天才樱木s,呵呵呵呵，46分钟，还记得你卢指导当初说出场44分钟怎么说的吗发自虎扑Android客户端,0
429楼,2018-04-23 11:21,萌胖打桩机,继续上！！！你是累不死的！！！发自虎扑iPhone客户端,0
430楼,2018-04-23 11:21,张黎明是我, 引用内容由于违规已被删除骑半先，骑三崩，骑迷卒。。。这节奏发自虎扑iPhone客户端,0
431楼,2018-04-23 11:21,a13755282865,唯一站在老詹身边的————杰伦,0
432楼,2018-04-23 11:21,Beat_xiaoJJ,一场艰难的比赛。老詹加油！相信你，谢谢你！发自虎扑iPhone客户端,0
433楼,2018-04-23 11:21,李风行,多亏科沃尔发自虎扑Android客户端,0
434楼,2018-04-23 11:21,扭一扭舔一舔,恭喜詹姆斯，硬拼的胜利最有价值发自虎扑Android客户端,0
435楼,2018-04-23 11:21,不会扣篮的小豪, 引用内容由于违规已被删除亮起来了？发自虎扑Android客户端,1
436楼,2018-04-23 11:21,eyeboing,牛逼牛逼，我不知道说什么了发自虎扑Android客户端,0
437楼,2018-04-23 11:21,科比退了,杰伦还是强啊！发自虎扑iPhone客户端,0
438楼,2018-04-23 11:21,TEA明日香,讲个笑话，今天步行者主场,0
439楼,2018-04-23 11:21,萌萌哒北方酱,我家奥迪今天有点龟化。而且詹姆斯这么打，我是不信三旬老汉快场均45分钟的打几轮季后赛的发自虎扑Android客户端,0
440楼,2018-04-23 11:21,哼你个头,这就是你们说的詹科联手，天下我有?发自虎扑Android客户端,0
441楼,2018-04-23 11:21,凌凌克,表情淡定泰伦卢          看着詹姆斯的上场时间好心疼发自虎扑Android客户端,0
442楼,2018-04-23 11:21,福建龙岩第一小前锋,科沃尔关键两个三分神了， 连科里森都能在骑士内线为所欲为，骑士的防守可见一斑。。。。。。。。。。 这也是场喂了翔的比赛。。。骑士好像只能打好前两节 ，第三节一般习惯性开始崩盘,0
443楼,2018-04-23 11:21,闪电登场, 引用内容由于违规已被删除版主小黑屋他发自虎扑iPhone客户端,0
444楼,2018-04-23 11:21,纸巾灰黄,骑士队取胜之匙：詹姆斯得到46分。或者，上场46分钟。发自虎扑iPhone客户端,0
445楼,2018-04-23 11:21,jzfgdsh,斯蒂芬森就是个侮辱篮球比赛的小丑！发自虎扑iPhone客户端,0
446楼,2018-04-23 11:21,TXforever,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。对格林就是抱摔啊。。。发自虎扑Android客户端,953
447楼,2018-04-23 11:21,Mighty红色的心,科沃尔真是大心脏，开场三分不是很好，最后救命三分太关键了明显詹姆斯体能最后不行了,0
448楼,2018-04-23 11:21,晓笨蛋啦啦啦,来吧，天王山见。发自虎扑Android客户端,0
449楼,2018-04-23 11:21,卡哇伊爱吃泡椒,46分钟，卢指导果然没有让人失望！发自虎扑Android客户端,0
450楼,2018-04-23 11:21,问经海底问无由,品名：速效救心丸产地：克利夫兰首席设计师：泰伦卢用法用量：常规时间每场比赛48粒，每一次加时再加10粒发自虎扑Android客户端,0
451楼,2018-04-23 11:21,Prisca,真的是死操詹姆斯啊……发自虎扑iPhone客户端,0
452楼,2018-04-23 11:21,从清晨到日暮丶,詹科联手，天下我有！发自虎扑Android客户端,0
453楼,2018-04-23 11:21,Splendid俊少,引用6楼 @割双眼皮 发表的:以为又是上场G3半场被翻盘的剧本，奈何最后科詹联手毁天灭地，终结了比赛。。。。。死艹46分钟要不是科沃尔绝命两个3分。。。鲈鱼大会。。。发自虎扑iPhone客户端,40
454楼,2018-04-23 11:21,泰州杰哥,不应该是骑士拒绝逆转吗发自虎扑Android客户端,0
456楼,2018-04-23 11:21,慕尼黑CR霸,引用18楼 @助板高手 发表的:老实说，现在我看骑士的数据，看的不是勒布朗的得分，是出场时间。不是勒布朗还有几个看骑士的。。。发自虎扑Android客户端,0
457楼,2018-04-23 11:21,韦硬特,比赛完我赶紧去看了下一场比赛的时间，詹姆斯恢复不过来就完了发自虎扑Android客户端,0
458楼,2018-04-23 11:21,二十年詹吹,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。讲真的，最后一个球该给恶犯，动作太大了发自虎扑Android客户端,748
459楼,2018-04-23 11:21,最想环游世界啊,奥拉迪波，你他娘的别投了行不行,0
460楼,2018-04-23 11:21,路标爱林飙,爱上了师弟了，怎么办。。。日，我是男的发自手机虎扑 m.hupu.com,0
461楼,2018-04-23 11:21,詹姆斯啊啊啊啊,篮球场上玩抱摔脑子有问题吧……发自虎扑Android客户端,0
462楼,2018-04-23 11:21,被绿一条街哈哈哈,王子星:每到第四节，摄像机都会给到卢指导，仿佛有声音的在说，你是不是该做点什么发自虎扑Android客户端,0
463楼,2018-04-23 11:21,KiNalaAtum,我只想说，骑士总是能在进入第四节领先的情况下赢下比赛 PS关键时刻詹科联手看湿了发自虎扑iPhone客户端,0
464楼,2018-04-23 11:21,乐邦占士zeed,发自虎扑Android客户端,0
465楼,2018-04-23 11:21,吊大自知,看现在詹姆斯打球，有种打2K生涯模式的感觉，开始攻进几球，吸引包夹传空位队友，如果队友不准就空切呼叫传球或者单打干拔，是真的累啊！发自虎扑iPhone客户端,0
466楼,2018-04-23 11:21,广医网速不提不改ID,看完比赛，不得不佩服卢指导的命是真的硬！詹科联手艰难拿下比赛，看湿了……发自虎扑Android客户端,0
467楼,2018-04-23 11:21,24一日紫金终身湖人,引用2楼 @黄小葵 发表的:这次关键时刻 终于有人站出来为老詹分担了，科沃尔连续两个三分球 太厉害了如图所示..发自虎扑iPhone客户端,20
469楼,2018-04-23 11:21,伪火密, 引用内容由于违规已被删除骗子老哥已举报发自虎扑iPhone客户端,2
470楼,2018-04-23 11:21,怀里佳人睡,每次都是险胜发自手机虎扑 m.hupu.com,0
471楼,2018-04-23 11:21,cramo,唠嗑又回来了啊！发自虎扑Android客户端,0
472楼,2018-04-23 11:21,不見不散King,科沃尔拯救了骑士，也拯救了泰伦卢发自虎扑Android客户端,0
473楼,2018-04-23 11:21,金中勒布朗,骑士首轮出局我直播吃屎发自虎扑Android客户端,0
474楼,2018-04-23 11:21,小快爱看球,卢早就算到今天比赛能赢了发自虎扑Android客户端,0
475楼,2018-04-23 11:21,我是瑞秋男朋友,我直接说了：jr真辣鸡，各种无脑投发自虎扑Android客户端,0
476楼,2018-04-23 11:21,大小五,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。抱摔叫有意思？发自虎扑iPhone客户端,381
478楼,2018-04-23 11:21,樱花傻哭啦,引用18楼 @助板高手 发表的:老实说，现在我看骑士的数据，看的不是勒布朗的得分，是出场时间。卢指导说 才上46分钟步行者就不行了 我还没上48詹呢发自虎扑iPhone客户端,2
479楼,2018-04-23 11:21,林书豪血帽科比,詹姆斯46分钟……发自虎扑Android客户端,0
480楼,2018-04-23 11:22,詹杜库哈威,老詹杰伦给力！回到克利夫兰一鼓作气！加油！发自虎扑iPhone客户端,0
481楼,2018-04-23 11:22,残虹之殇,老科救命了，给我来一箱速效救心丸发自虎扑Android客户端,0
482楼,2018-04-23 11:22,迈克儿卡特威廉姆斯,每次骑士陷入麻烦，导播总会把镜头给到卢指导，看到卢指导面无表情，镜头好像也在问，卢指导您是不是该做些什么？导播还挺懂球啊txtxPs:又只歇了两分钟，老詹真是累啊。再Ps:杰伦关键时刻化身真大腿。发自虎扑iPhone客户端,0
483楼,2018-04-23 11:22,大吉L,感觉这比赛赢了跟没赢的一样发自虎扑iPhone客户端,0
484楼,2018-04-23 11:22,我在民勤卖凉面,引用18楼 @助板高手 发表的:老实说，现在我看骑士的数据，看的不是勒布朗的得分，是出场时间。说的太对了，心酸啊发自手机虎扑 m.hupu.com,0
485楼,2018-04-23 11:22,福建龙岩第一小前锋,引用317楼 @xp勒布朗 发表的:师弟太可爱了 哈哈哈哈哈可爱个P 贼恶心的一个人现在觉得,0
486楼,2018-04-23 11:22,爱心逃课,那些热线骂黑哨的，求求你们看看视频吧，看球不费流量发自虎扑Android客户端,0
487楼,2018-04-23 11:22,骑士干翻公牛,赢了却高兴不起来，46分钟啊，不知道的还以为打东决呢发自虎扑Android客户端,0
488楼,2018-04-23 11:22,小皇帝十八岁,又是46分钟。场场都这样，输了揪心，赢了也揪心发自虎扑Android客户端,0
489楼,2018-04-23 11:22,洪大大大,如果今天不是詹科爸爸，鲈鱼那脑子得被踢多少回。发自虎扑Android客户端,0
490楼,2018-04-23 11:22,千年乌鸦,谢谢裁判不杀之恩…tx发自虎扑Android客户端,0
491楼,2018-04-23 11:22,Iverson麟,泰伦卢:老子有一万种续命的方法   联盟头最铁联盟命最硬   不好意思我总能找到人来救我这水生生物什么特么的应变能力啊发自虎扑Android客户端,0
492楼,2018-04-23 11:22,大帝征寸草生恩比德, 引用内容由于违规已被删除大家能不能不要亮这种回帖我服了孤儿发自虎扑Android客户端,0
493楼,2018-04-23 11:22,滴哒哒哒滴滴哒哒,詹科联手，天下我有。发自虎扑iPhone客户端,0
494楼,2018-04-23 11:22,发了芽的土豆,骑士总冠军！发自虎扑Android客户端,0
495楼,2018-04-23 11:22,分板助断帽,引用283楼 @懂球朱锅 发表的:隔壁的一周老遛蜜气的把电脑都快砸了，看得真爽兄弟，不要给骑密招黑好吗？发自虎扑iPhone客户端,0
496楼,2018-04-23 11:22,大鹏鹏啦啦啦啦啦,先坐过山车又来大摆锤最后来个旋转木马，我的大骑士老詹啊，我们的心脏要出来了，感动感动！！！！发自虎扑Android客户端,0
497楼,2018-04-23 11:22,三寸歡,克城见！！！！发自虎扑iPhone客户端,0
498楼,2018-04-23 11:22,好好看球别互喷行么,师弟再这样下去你惹怒的不是老詹，而是我了……发自手机虎扑 m.hupu.com,0
499楼,2018-04-23 11:22,黑九奇迹,引用4楼 @打酱油de麦 发表的:詹科联手，拯救了骑士！老汉：首轮就想让我1:3？不存在的~PS：芬森最后的防守，真是一波骚操作...步行者教练真是在致敬卢，最后几分钟把芬森拿下去，结果詹姆斯瞬间被解放了发自虎扑Android客户端,0
500楼,2018-04-23 11:22,马克沃特尼,詹姆斯场均41.5分！！！！钟发自虎扑iPhone客户端,0
501楼,2018-04-23 11:22,滕大官人,引用3楼 @道阻且临之 发表的:差那么一点泰伦卢和乐福就不能呼吸了真的 别装了,24
502楼,2018-04-23 11:22,岛城球迷,看詹姆斯赢球真心累  队友下场给点力啊！！加油 骑士发自虎扑Android客户端,0
503楼,2018-04-23 11:22,日月神教詹詹自喜,引用7楼 @零自然v 发表的:泰伦卢：不要把詹姆斯换下场，一轮游后他有的是时间休息。 话说15年绝地七武士的时候，上场时间也大概如此吧。唉那时候没人，现在有人不会用。发自虎扑iPhone客户端,70
504楼,2018-04-23 11:22,骑摩托,师弟是真的烦发自虎扑Android客户端,0
505楼,2018-04-23 11:22,brothers1,不是骑士拒绝逆转吗，怎么就变成逆转了发自虎扑Android客户端,0
506楼,2018-04-23 11:22,妖艳欲滴Ted,泰伦卢翘丽吗！发自虎扑Android客户端,0
507楼,2018-04-23 11:22,夏夜_微凉,泰伦卢终于亮出终极武器：48分钟的詹姆斯！发自虎扑iPhone客户端,0
508楼,2018-04-23 11:22,这好像有点萌丶,说到做到不让老汉上44分钟了现在直接46发自虎扑Android客户端,0
509楼,2018-04-23 11:22,圣安东尼奥赌王,对面跟你玩摔跤，你跟人家打篮球…另外心疼老詹的出场时间啊…发自虎扑Android客户端,0
510楼,2018-04-23 11:22,shigakki,詹姆斯46分钟 真的尽力了泰伦卢下课！发自虎扑iPhone客户端,0
511楼,2018-04-23 11:22,Clevelan23,快34的人了，打了46分钟，场均43分钟，撸指导牛逼！发自虎扑Android客户端,0
512楼,2018-04-23 11:22,1米91怪我嘛,这场本来步行者可以拿下的，最后步行者全是奥迪一个人干，被他一个人干没了,0
513楼,2018-04-23 11:22,峰月原野,这个球就厉害了发自虎扑Android客户端,0
514楼,2018-04-23 11:22,RR很萌很帅,詹科联手 天下我有  6666 恭喜骑士！！！发自虎扑Android客户端,0
515楼,2018-04-23 11:22,呕发克,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。抱摔了解一下发自虎扑iPhone客户端,608
516楼,2018-04-23 11:22,Sugar4Wes,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。最开始我也认为他有意思，现在感觉是有点过分了，开始脏了发自虎扑Android客户端,443
517楼,2018-04-23 11:22,我詹三分开了,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。像个小丑！！发自虎扑iPhone客户端,212
518楼,2018-04-23 11:22,敲敲乃个木鱼,张卫平，你这么大年纪了 怎么不去看看病呢？你长期定居美国，可以去找伊格达拉，放心 他替你出看病的钱！发自虎扑iPhone客户端,0
519楼,2018-04-23 11:22,考特尼李赛迪斯杨,克拉克森牛逼！湖人总冠军发自虎扑iPhone客户端,0
520楼,2018-04-23 11:22,被翻红浪,以前我一直以为史蒂芬森比较逗逼。。。现在才发现是真的脏。发自虎扑Android客户端,0
521楼,2018-04-23 11:22,莫名膨胀,我怎么感觉今天是jr杀死了步行者发自虎扑Android客户端,0
522楼,2018-04-23 11:22,滑水詹老汉,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。这么抱摔都可以？发自虎扑iPhone客户端,307
523楼,2018-04-23 11:22,泡椒爱吃鸡爪,詹科联手，天下我有！发自虎扑iPhone客户端,0
524楼,2018-04-23 11:22,kingofgondor,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。兰斯这是摔跤比赛 不是篮球发自虎扑iPhone客户端,35
525楼,2018-04-23 11:22,东尼教授,竞猜：本次赛后评论鲈可否与十条热评有关。【能】【不能】发自虎扑iPhone客户端,0
526楼,2018-04-23 11:22,sky-xu,引用278楼 @钰树临沨 发表的:我说实话，史蒂芬森就是不要脸。二胖应该上去给他来一下就开心了发自虎扑Android客户端,1
527楼,2018-04-23 11:22,孙十一少,引用64楼 @timberwolves21 发表的:兰斯太有意思了，活宝一枚。。。抱摔格林，最多两个人一个技术犯规，裁判真的牛啊发自虎扑Android客户端,29
528楼,2018-04-23 11:22,CBA原,最后唠嗑的两个三分 一个盖帽 看湿了。发自虎扑Android客户端,0
530楼,2018-04-23 11:22,小邪1205,为啥是骑士逆转步行者？？？？发自虎扑Android客户端,0
531楼,2018-04-23 11:22,Cle欧文,东部比较强的一方今天都输了发自虎扑iPhone客户端,0
532楼,2018-04-23 11:22,callmeKK,我倒想看看那些前几次给史蒂芬森冼的人去哪了发自虎扑iPhone客户端,0
534楼,2018-04-23 11:22,gotohy,jr开场的三分，克拉克森扩大比分，勒布朗上半场的给力不过老毛病真的还改不过来，乐福一直找不到状态，一到下半场不会打球……大比分领先总被追上…泰伦卢的换人真的有问题，防守真的得加强加强改变幸亏科沃尔关键时刻苏醒，扳平大比分回到起跑线……我知道我们夺冠希望渺茫，但我们得拼到最后啊发自虎扑iPhone客户端,0
535楼,2018-04-23 11:22,廿年飞侠廿年神,Let's go CLE!发自虎扑iPhone客户端,0
536楼,2018-04-23 11:22,mystery乐邦, 引用内容由于违规已被删除这什么  不是黄图哥吗。。。怎么这么多人回复他发自虎扑Android客户端,0
537楼,2018-04-23 11:22,德怀恩韦德的,科沃尔三分太准了,0
538楼,2018-04-23 11:22,小艾CP3,老詹牛逼！jr牛逼！杰伦牛逼！！发自虎扑iPhone客户端,0
539楼,2018-04-23 11:22,乐邦与骚文,恭喜老詹生涯拿下一百场30+ 排名历史第二 仅次于乔丹！骑士队也赢下一局 将大比分扳平为2-2 希望骑士能一鼓作气回到主场拿下天王山之战！现在压力全来到雷霆这一边(非黑 我也算是半个雷霆密吧 真的心累)发自虎扑iPhone客户端,0
540楼,2018-04-23 11:22,TearsLeon,其实我一点也不讨厌太能撸，相反我非常喜欢他，因为他让我觉得我也可以当骑士队的主教练发自虎扑Android客户端,0
541楼,2018-04-23 11:22,敲敲乃个木鱼,张卫平，你这么大年纪了 怎么不去看看病呢？你长期定居美国，可以去找伊格达拉，放心 他替你出看病的钱！发自虎扑iPhone客户端,0
542楼,2018-04-23 11:22,十连总决勒布朗,引用4楼 @打酱油de麦 发表的:詹科联手，拯救了骑士！老汉：首轮就想让我1:3？不存在的~PS：芬森最后的防守，真是一波骚操作...骚么？肘子架脖子，搂着人后颈倒地要争球这种动作跟骚有什么关系？脏还差不多。发自虎扑Android客户端,883
543楼,2018-04-23 11:22,炮兵坐火箭,史蒂芬森一个人把骑士给打火了发自虎扑Android客户端,0
544楼,2018-04-23 11:22,txj1990521,这步行者的主场感觉和骑士主场一样，哈哈发自手机虎扑 m.hupu.com,0
545楼,2018-04-23 11:22,zz朱志,呼呼呼看的是心惊胆战！发自虎扑iPhone客户端,0
546楼,2018-04-23 11:22,我库就是这么雕,这场胜利也太艰难了，老詹46分钟，要不是科沃尔，卢指导，哎。。。发自虎扑iPhone客户端,0
