floornum,replytime,user,content,liang
302楼,2018-04-22 05:22,广东宏远艾佛森,今天熬夜值了发自虎扑iPhone客户端,0
303楼,2018-04-22 05:22,渣渣陈,当双帝合砍15个失误你很难……什么？竟然赢了？不得不吹一波双帝，西蒙斯的进攻和组织，大帝的防守发自虎扑Android客户端,1
304楼,2018-04-22 05:22,无铭的追星者,今天jojo真的尽力了。至于其他，无需多言。发自虎扑Android客户端,0
305楼,2018-04-22 05:22,onthewei,引用14楼 @雨中笑忘过去 发表的:第三节末伊娃帮助球队缩小分差进入第四节，我西第四节carry表现！虽然今天大帝进攻端表现不好，但防守端表现毋庸置疑，有一说一全场表现最稳的是雷迪克。差点又被韦德教做人，太可怕。PS：谢谢几位大兄弟纠正了我的错误，熬夜看球伤身。。。记忆出现了偏差，抱歉。额，你真的看比赛了？第三节结束并没有扳平啊发自虎扑Android客户端,0
306楼,2018-04-22 05:22,小松喔,这个强度都挺过来了！加油啊双帝！发自虎扑Android客户端,0
307楼,2018-04-22 05:22,偶像霍华德,引用1楼 @胡龍貓 发表的:大帝今天躺在地上的时间快比站着多人类躺板精华啊。 。 。大帝躺赢了啊。。。。发自虎扑Android客户端,2
308楼,2018-04-22 05:22,cccccbutX,这夜熬的值了!!发自虎扑iPhone客户端,0
309楼,2018-04-22 05:22,ECHOers,开始看比赛的时候困的不要不要的，看到最后几分钟精神的不要不要的。西蒙斯最后那个突破暴扣太帅了！发自虎扑Android客户端,0
310楼,2018-04-22 05:22,马竞不死,这种比赛，才是对我费最大的历练，能拿下这场球，我才足以相信我费能在季后赛强度下拼下任何对手，我费球迷也别抱怨热火的强硬了，这就是季后赛，也是我费小年轻最好的学习机会发自虎扑iPhone客户端,1
311楼,2018-04-22 05:22,今天我森很有存在感,熬夜看球的兄弟们，开心了发自虎扑Android客户端,0
312楼,2018-04-22 05:22,核武一族副族长,比德四年，季后会战，帝帅费军再战于迈城，以帝旧伤未愈，覆面而执锐，鲜衣怒马立于阵中。两军交兵，帝虽不能冲杀似往日，然壁立旗下，数阻欲斩旗之敌。西帝见此状，乃独领一军，呼分忧之号，举效忠之义，敢冒矢石铁火之险，深入刀兵矛林之间，终胜之。迈城大将韦德，年迈而神勇依旧，然气衰力退，终不得力挽狂澜，乃垂首而叹，慨然长歌:“力拔山兮气盖世，电无疾兮马不至。”七六人总冠军！！！发自虎扑Android客户端,1
313楼,2018-04-22 05:22,mengdepeng,Trusr the process发自虎扑Android客户端,0
314楼,2018-04-22 05:22,4444i4,西蒙斯最后是真厉害，温斯洛两罚不中加篮板球犯规加失误一波流真的伤发自虎扑iPhone客户端,0
315楼,2018-04-22 05:22,究极地板流,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。直播期间，多次看错球员，口误，这个影响看球体验 希望改进发自虎扑Android客户端,120
316楼,2018-04-22 05:22,忧郁小草,科比退役了，韦德你不要退役啊。。。。不然真的不知道怎么办才好，现在年龄也慢慢大了，看其他的比赛真的看不进去。。。。希望你和卡特一样，能打就打，打到几岁我就看到到几岁，那怕看你坐在场边，也不能接受没有你的球场。发自手机虎扑 m.hupu.com,0
317楼,2018-04-22 05:22,1498073132,引用252楼 @灰熊领袖王哲林话真多 发表的:他今天的解说水平有待加强。带了很多波节奏一个人，就在那里直播，你不能要求更多了，说真的，你行你来。发自虎扑Android客户端,2
318楼,2018-04-22 05:22,ku日天牛B,费城太硬气了！这样高防守强度的比赛都能拿下来！太厉害了！大帝今天虽然进攻不行但是用防守告诉了白边为啥我是联盟第一中锋！西帝下半场换了个人！上次韦德颜射我的今天我用扣篮还！雷迪克这场太硬了！！！！熬夜看球值了！伊娃为代表的替补们，这回应太硬了！！发自虎扑Android客户端,0
319楼,2018-04-22 05:22,虎扑一褁一风,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。老兄结束的不错哈，ku继续加油啊发自虎扑Android客户端,1
320楼,2018-04-22 05:22,谁是典韦,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。看着韦德一打六 伤心发自虎扑iPhone客户端,6
322楼,2018-04-22 05:22,落日孤城余晖,真正的季后赛强度，让人荷尔蒙爆棚的碰撞，热火输在恩比德的护框能力！发自虎扑iPhone客户端,1
323楼,2018-04-22 05:22,Grusty,账面上看是西帝38年来第一个新秀季后赛三双和大帝进攻受阻。然后大帝在防守端的统治力才是赢球的关键,0
324楼,2018-04-22 05:22,tsh151,熬夜看也值了发自虎扑Android客户端,0
325楼,2018-04-22 05:22,女神赵灵儿,引用130楼 @Forg1venyrAg 发表的:暗示保罗今天22中10 要输6分？暗示安东尼发自虎扑Android客户端,7
326楼,2018-04-22 05:23,大控锋,本来熬夜看球，这一场给我看精神了发自虎扑iPhone客户端,0
329楼,2018-04-22 05:23,你行你来上,现在压力都在詹姆斯那了。。。发自虎扑iPhone客户端,0
330楼,2018-04-22 05:23,比德大帝的御医,西帝成功篡位！恭喜西帝喜提三双！带领费城3：1！！！大帝今天进攻端很挣扎，防守端也有点被针对，感觉又得多看看录像了。在这一场绞肉机大战中36岁的韦德依然坚挺！只能脱帽致敬！最后，76人的比赛还用看？醒来又是一场天赋险胜发自虎扑iPhone客户端,1
331楼,2018-04-22 05:23,crazyxinxin,小个阵容内线被伊利亚索瓦完爆，温斯洛致命罚球和失误，挡拆不换防，呵发自虎扑iPhone客户端,1
332楼,2018-04-22 05:23,丶高桥凉介丶,第一次两点半看球，一场前三节很难看的比赛，76人的失误巨多，大帝今天在进攻端很挣扎，但护框还是没得说。韦德第四节连拿8分，吓死嘿嘿声。闪电侠的速度不在，但心中的马依旧在奔腾。[机智]有天赋真的可以为所欲为[机智]发自虎扑Android客户端,1
333楼,2018-04-22 05:23,西奥安哲罗普洛斯,韦德牛逼！！！大帝牛逼！！！西帝牛逼！！！这个大夜熬的太值了！！！发自虎扑Android客户端,0
334楼,2018-04-22 05:23,a32821888,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。解说得很棒，辛苦啦发自虎扑iPhone客户端,3
335楼,2018-04-22 05:23,新奥尔良表妹,末节的韦德 仿佛回到了06年 岁月偷走了韦德的速度 闪电不再 可是 你大爷还是你大爷！迈阿密还是韦大爷的地盘！看一场少一场了！熬夜很值！发自虎扑Android客户端,0
336楼,2018-04-22 05:23,新建文件夹没内存,引用252楼 @灰熊领袖王哲林话真多 发表的:他今天的解说水平有待加强。带了很多波节奏真是无处不挑刺！发自虎扑iPhone客户端,1
337楼,2018-04-22 05:23,天涯过客零五,虽然进攻丑的一比，但大帝防守威武啊，个人5次盖帽！全队5次盖帽！！加大帝全队5次盖帽！！厉害极了发自虎扑Android客户端,1
338楼,2018-04-22 05:23,RR很萌很帅,哇哇 恭喜76人发自虎扑Android客户端,0
339楼,2018-04-22 05:23,中了双色球,引用281楼 @rocice 发表的:大半夜起床看球的人真不少，76人落后也很沉稳，大帝把面具摘了，瞬间提升士气。这支青年军，真的可怕！因为周末休息呀，早早等着看比赛了，连续看四场还不是美滋滋。,0
340楼,2018-04-22 05:23,勇船刺雷骑蜜,西帝牛逼！！！！篡位登基！！！！！有谁不服？发自虎扑Android客户端,1
341楼,2018-04-22 05:23,发球线上的乔丹,大帝比赛中不停的摘面具又无奈戴上，看来影响很大啊发自虎扑Android客户端,1
342楼,2018-04-22 05:23,旅行的青蛙,估计一轮系列赛后，又要多出不少76人的粉丝了，尤其是席梦思的粉丝。发自手机虎扑 m.hupu.com,1
343楼,2018-04-22 05:23,黑暗骑士欧文,引用130楼 @Forg1venyrAg 发表的:暗示保罗今天22中10 要输6分？那甜瓜今天岂不是要输8分？发自虎扑iPhone客户端,9
345楼,2018-04-22 05:23,德怀恩恩比德大帝,大帝进攻端被限制了，三分射手群也没开，但是大帝防守真的牛逼发自虎扑Android客户端,0
346楼,2018-04-22 05:23,PerfectJc,76人总冠军！！发自虎扑Android客户端,0
347楼,2018-04-22 05:23,岁月无声2014,引用14楼 @雨中笑忘过去 发表的:第三节末伊娃帮助球队缩小分差进入第四节，我西第四节carry表现！虽然今天大帝进攻端表现不好，但防守端表现毋庸置疑，有一说一全场表现最稳的是雷迪克。差点又被韦德教做人，太可怕。PS：谢谢几位大兄弟纠正了我的错误，熬夜看球伤身。。。记忆出现了偏差，抱歉。第三节啥时候扳平了，明明是落后……发自虎扑Android客户端,0
348楼,2018-04-22 05:23,猜amam,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。哈哈哈 主播把约翰逊的地沟垄头讲成了地垄沟发自虎扑Android客户端,3
349楼,2018-04-22 05:23,我韦无价,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。原来听过您解说过很多韦德的比赛，对您印象很好，解说很棒！请继续加油！辛苦啦发自虎扑iPhone客户端,7
350楼,2018-04-22 05:23,許冠傑,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。喜欢展哥您的解说，和你一样很高兴熬夜看这场激烈的比赛，谢谢您心中的那匹马发自虎扑iPhone客户端,5
351楼,2018-04-22 05:23,江湖滚滚,引用17楼 @Zecknol 发表的:斯波前两节直接上强度，两场热火主场都是看上去两场热火半场都领先了但是第四节热火两场都崩盘不是偶然现象，过早上强度，第四节体力透支前两节不上强度，可能早就花了发自虎扑iPhone客户端,3
352楼,2018-04-22 05:23,Fire4All,最后的回应暴扣太他妈炸了！发自虎扑iPhone客户端,1
353楼,2018-04-22 05:23,chahungpin,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。老哥解说老是看错人啊发自虎扑iPhone客户端,2
354楼,2018-04-22 05:23,我火的新秀续约了,yy一下，万一到总决赛，窝火怎么解决席梦思这点呢发自虎扑Android客户端,0
355楼,2018-04-22 05:23,只会扔三分的内线,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。临场发挥满分，但我觉得吧，改成但我心中侠义永存好一些发自虎扑iPhone客户端,2
356楼,2018-04-22 05:23,r我系咋咋飞,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。多好的解说啊！未来是你的！发自虎扑Android客户端,1
357楼,2018-04-22 05:23,天逸,05开始看韦德。今年30。终于，没准是韦德最后一场站在热火地板上的比赛了。输了，没事。人家天赋摆在那边。我连“看一场少一场”都不想说了。感谢韦德，迈阿密终究是韦德郡。嗯。我哭着打这段的。,0
358楼,2018-04-22 05:23,啊D杆拔三分,丑恩戴着面具 发挥不好，西蒙斯懵了半场，沙里奇被踢裆，热火上半场各种身体对抗，踢裆啥的就不说太多了，下半场没体力了吧？ 热线，新闻留言里那个跳啊，不好意思，我们就是能赢！！！！今天功臣肯定是宦官，太牛了，季后赛很少能有这么稳得，然后就是伊娃，前场板太重要了，渡过今天热火身体对抗这道坎，这系列赛基本就稳了，76人总冠军！！！！发自虎扑iPhone客户端,2
359楼,2018-04-22 05:24,阿杜威武,大帝进攻完全撞墙 但怒送5火锅 最后一节遮天蔽日 西帝就不吹了 太牛了 相信过程！发自虎扑iPhone客户端,1
360楼,2018-04-22 05:24,傍晚雾里透光,就今天76人这投射状态 双帝的失误爆炸率 隐晦的吹罚（最后一节还算好） 热火还得指望36岁的韦大爷来逆天改命 危矣发自虎扑Android客户端,1
361楼,2018-04-22 05:24,不立不倒,大帝进攻端完全不在状态，但是防守端拿出了最佳防守球员表现，可以了发自虎扑Android客户端,1
362楼,2018-04-22 05:24,U鲁,引用28楼 @Dwadejun 发表的:韦德尽力了。输球不怪他。岂止是不怪他，他就是灵魂发自虎扑Android客户端,0
363楼,2018-04-22 05:24,ChrisLand,引用271楼 @马耳他之鹰 发表的:大帝如果是摘了面具多半比赛就花了，不过是真的好看啊，我韦本来两个二加一，第二个没吹！可惜了是的 第二个确实犯规了…发自虎扑iPhone客户端,0
364楼,2018-04-22 05:24,谢直男的霸气昵称,恭喜76人获得来之不易的胜利，虽然失误爆炸，但是还能够稳住心态坚持到最后，大帝今天进攻端很糟糕，万幸防守立大功，我个人认为最后帽韦德那个没有犯规，是干干净净的好帽，西帝今天下半场觉醒，fnk进决赛圈吃鸡，雷迪克和伊利是这次胜利的最大功臣，帮助费城度过最艰难的前三节 go!!!sixers发自虎扑Android客户端,2
365楼,2018-04-22 05:24,Jaylen布朗07,韦德，永远爱你！发自虎扑iPhone客户端,0
366楼,2018-04-22 05:24,ttkllxl,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。解说很棒，谢谢发自虎扑iPhone客户端,1
367楼,2018-04-22 05:24,富尔茨马克尔,大帝统治级防守！发自虎扑iPhone客户端,0
368楼,2018-04-22 05:24,阿布拉卡多,引用130楼 @Forg1venyrAg 发表的:暗示保罗今天22中10 要输6分？难道不应该是安东尼？毕竟03黄金一代轮着来吗？保罗和他们比还是稍显年轻一些TXTX发自虎扑iPhone客户端,12
369楼,2018-04-22 05:24,苏威瑞,熬夜看球12年热密这球看的热火大招发早了，后续无力。骚味的连续得7分把悬念保留到最后，险些开瑞了比赛。,0
370楼,2018-04-22 05:24,Curry斌,今天的韦德是站着输的！！！今天的丑恩是躺着赢得……（说认真的，大帝今天进攻端的确稀烂，怎么打也打不进，还有大把大把的失误。但是在防守端的统治力还是展现的淋漓尽致，5个自热火锅，可以好好恰一下了？最后的最后，韦德牛逼！！！）发自虎扑iPhone客户端,2
371楼,2018-04-22 05:24,Foryi11,恩比德感觉整场带着情绪在打球，跟面具怄气都多过比赛。防守端还不错，进攻端简直差点坑死球队。好在雷迪克超稳，西蒙斯也一直很好掌控着节奏。发自虎扑iPhone客户端,1
373楼,2018-04-22 05:24,王relatif胖,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。口误有点，大多数还是可以的！发自虎扑iPhone客户端,1
375楼,2018-04-22 05:24,hengnanG,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。老哥辛苦了！解说很棒很有激情！发自虎扑iPhone客户端,4
376楼,2018-04-22 05:24,stevenft,西帝就是第一个西帝，不是二代詹姆斯也不是二代魔术师。大帝的第二场季后赛虽然心态略显急躁，但是防守端的影响无处不在。希望下场回主场在进攻端能做出贡献。雷姥爷不的不说这场比赛表现得真稳，心情复杂。韦德，你大爷还是你大爷，尊敬你最后四分半的表现。76人总冠军！发自虎扑iPhone客户端,1
377楼,2018-04-22 05:25,风城闪电Dwyane,引用1楼 @胡龍貓 发表的:大帝今天躺在地上的时间快比站着多人类躺板精华啊。 。 。痞气十足？受不了这防守强度，还想忘后打？再说了，你们也不干净。发自虎扑iPhone客户端,0
378楼,2018-04-22 05:25,UncleSeven,哎…要不是韦德，热火就已经结束本赛季了詹韦都蛮心累的吧发自虎扑iPhone客户端,0
379楼,2018-04-22 05:25,奈何暮阳,护框神兽恩比德。。。发自虎扑iPhone客户端,1
380楼,2018-04-22 05:25,silentlove,第一次看76人的季后赛直播，西蒙斯实在是举重若轻，大帝防守端一柱擎天，整体战术水平也很高，基本上就差最后决胜之人，如果wade再年轻几岁的话，76人有可能会输的，不过西蒙斯那个直接扣篮仿佛在说，别慌，尽在掌握。,1
382楼,2018-04-22 05:25,KateChung,雷迪克最后真的稳，韦德尽力，看好76人发自虎扑Android客户端,0
383楼,2018-04-22 05:25,德文布克的小姐姐,大帝最后的火锅盛宴是真的给力，感觉帽韦德的那个不犯规呀，韦德起跳之后，大帝先帽到了球呀发自虎扑Android客户端,0
384楼,2018-04-22 05:25,费城双帝,说实话 这场mvp得是雷迪克发自虎扑iPhone客户端,1
385楼,2018-04-22 05:25,lasdi,恩比德防守是真硬，有一次在篮底上去协防，看对方要空中接力又立刻退回去干扰再给冒一个，都把人给看傻了,1
387楼,2018-04-22 05:25,loveayas,引用218楼 @General潘凤 发表的:来，史记先抄十遍，太史公的自我修养这本凑合吗哈哈哈,3
388楼,2018-04-22 05:25,国家退堂鼓二级演奏师,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。老哥真是专业声音又好听，最后韦德没罚进还感叹了句，真是感同身受。发自虎扑Android客户端,5
389楼,2018-04-22 05:25,海嫁轩,绞肉机一般的比赛 西蒙斯又一次展现了调整心态的能力 大帝则是做好了防守 这场比赛打的不好 但是拼赢了 对费城这种年轻的球队太重要了发自虎扑iPhone客户端,1
390楼,2018-04-22 05:25,悠游小怪兽,引用315楼 @究极地板流 发表的:直播期间，多次看错球员，口误，这个影响看球体验 希望改进主播不容易啊……喝着强效公牛准备今早答辩，在这之前来陪球迷看球发自虎扑iPhone客户端,7
392楼,2018-04-22 05:25,古墨亦染纱,比赛真心超激烈超刺激，最后时刻都没有失去悬念，精彩的比赛～ 为双方喝彩发自虎扑iPhone客户端,0
393楼,2018-04-22 05:26,xdma007,最后西蒙斯一扣定乾坤！发自虎扑Android客户端,0
394楼,2018-04-22 05:26,界首半拉撅,进攻端的大帝这场是真屎，防守端的大帝是真牛逼。重点吹一波西帝，失误爆炸是因为全场热火侵略性很强的防守，但是西帝控场能力真的强，传球好真的不是助攻数能体现出来的，节奏感太好了，这才是肉眼可见的天赋啊发自虎扑iPhone客户端,3
396楼,2018-04-22 05:26,一行草,今天的比赛不应该赢的，多交点学费反而才走的远。发自虎扑Android客户端,0
397楼,2018-04-22 05:26,大哇呀,我只希望这不是韦德职业生涯最后一个主场比赛了…发自虎扑iPhone客户端,0
398楼,2018-04-22 05:26,sam_gilbert,沈殿霞还是那个沈殿霞发自虎扑iPhone客户端,0
399楼,2018-04-22 05:26,踢爆,引用1楼 @胡龍貓 发表的:大帝今天躺在地上的时间快比站着多人类躺板精华啊。 。 。没觉得有啥违反体育道德的犯规，季后赛不正常吗？打桌球，高尔夫比较优雅。发自虎扑Android客户端,0
400楼,2018-04-22 05:26,海嫁轩,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。兄弟 真心觉得你解说最棒 有干货有花边 希望可以看到你更多的解说比赛！加油！发自虎扑iPhone客户端,2
401楼,2018-04-22 05:26,胡龍貓,引用377楼 @风城闪电Dwyane 发表的:痞气十足？受不了这防守强度，还想忘后打？再说了，你们也不干净。我们是谁？我就是来看热闹的受不了这防守强度还赢了呢  承认自己对小动作多不难吧,8
402楼,2018-04-22 05:27,mymlatitude,引用252楼 @灰熊领袖王哲林话真多 发表的:他今天的解说水平有待加强。带了很多波节奏要带节奏还没干货。。只好暗搓搓的带节奏。,0
403楼,2018-04-22 05:27,公牛队3号韦德,“岁月虽然偷走了韦德的闪电，但偷不走他心里的万马奔腾。” 总有一个男人，肩扛着这支球队达到最后一刻，不管贫穷还是富有，一扛十五年。也许下一场就是老韦德的最后一场比赛了，可能到了这个36岁的男人在这个舞台上最后的时刻。虽然席梦思很强，虽然恩比德很强，虽然76人赢下了比赛，但是我心中的神，只有韦德。,0
404楼,2018-04-22 05:27,eepee95,心疼我韦。。发自虎扑iPhone客户端,0
405楼,2018-04-22 05:27,西蒙斯时间,这可能是你的马 但现在是西蒙斯时间发自虎扑iPhone客户端,1
406楼,2018-04-22 05:27,Tracy嫑昆,引用223楼 @Tracy老肥麦 发表的:谢谢jrs的支持，凌晨陪大家一个人解说这场比赛，这是一场绞肉机式的季后赛，热火队的防守强度很大，双方的火药味很浓，我觉得这是76人这批年轻球员需要去面对的，我更佩服的是76人西蒙斯在下半场恢复冷静后对球队的梳理，雷迪克稳定的发挥，恩比德的防守，这是一支不仅仅只依靠天赋打球的球队，他们能在比赛当中成长，调整，不简单。韦德真的是真的尽力了，你不能要求他做的再多了，岁月啊岁月啊。展哥解说真的听的挺舒服的，虽然会有口误，但是代入感真的很强，很走心的解说，今希望展哥多多加油说出更好的比赛，另外西帝和腮帮最后时刻真的把我们看湿了，真的强发自虎扑Android客户端,6
407楼,2018-04-22 05:27,请叫我奉先,西帝这是真强，数据都不会说慌，换句话说，既然能称帝级，就不会差到哪去，皇帝，大帝，西帝，不服不行！发自虎扑iPhone客户端,1
408楼,2018-04-22 05:27,大帝EMBIID丶,引用16楼 @我打过洋炮 发表的:大家应该都是表扬鸡王的 我来表扬一下伊利亚索瓦。今天真是场上影响力很强，不要看今天命中率不好。今天大帝的效果其实不是很好，失误太多单打一个没有，最后一节到4分钟才上的大帝，假如布朗更有魄力一点其实可以再晚一点。。。给索瓦今天更多的表现机会其实会更好（虽然今天都挺铁。。加一句，这只热火没有韦德现在就是三场惨败加横扫回家。其实一点点的小的改变都会影响历史的，假如韦德还在骑士是不是很可能骑士系列赛还是领先的？其实比赛不就是差那么几个球而已吗。。第三节后半段都是伊娃在表演，值得表扬。发自虎扑Android客户端,3
409楼,2018-04-22 05:27,General潘凤,韦德准备第二罚的时候我就猜到了要故意砸筐抢篮板做最后一搏。出手之后只见一道黑影从外线杀入篮下摘下篮板，定睛一看是蓝色球衣。雷公公全场就抢着么一个篮板，杀死比赛的关键篮板！发自虎扑iPhone客户端,1
410楼,2018-04-22 05:27,利物浦1892,大帝用防守赢下比赛，西帝下半场稳得像十年的老将！费城继续前行！这场也致敬韦大爷，关键时刻真的稳，费迷真的怕！发自虎扑iPhone客户端,2
411楼,2018-04-22 05:27,W梨花压海棠,有可能是韦德在美航中心的最后一场球了，唉发自虎扑iPhone客户端,0
413楼,2018-04-22 05:27,埃萨克牛顿,引用244楼 @弹劾川普 发表的:大帝摔了一整场想找哨子，越打越软真是看不下去，像个孩子一样还要哄着，这状态回到主场依然有的打我赞同，这场jojo防守端无敌，但是进攻调整的太糟糕了，估计是太想证明自己，篮子没投开的情况下，太想造犯规，篮下基本上都是冲着造犯规动作变形的出手，不是靠伊娃打爆对面小阵容这场真的就交代了，回费城好好调整吧，恩比德离超巨还有路要走。发自虎扑iPhone客户端,1
