floornum,replytime,user,content,liang
1032楼,2018/4/21 9:42,詹姆斯对位布朗尼,这球看的真的累，新援季后赛的发挥真的是有限啊，难道真的要一轮游吗？心疼我詹啊发自虎扑Android客户端,0
1033楼,2018/4/21 9:42,悲喜人生尽如戏,博格丹波维奇真的不错，进攻简直是6的一批，防守防詹姆斯也没有被完爆，防的真心不错发自虎扑iPhone客户端,0
1034楼,2018/4/21 9:42,萨科い,引用733楼 @从头来过123 发表的:每场比赛打完就喷卢，没啥意思骑士目前这情况远远不是某一个人的问题我们这样假设， 卢一直有问题，不管输赢。这样我们喷起来 你是不是能好受点,0
1035楼,2018/4/21 9:42,李月海,jr也是头铁，3中11都敢投发自虎扑Android客户端,0
1036楼,2018/4/21 9:42,一档跑高速,最后那几个三分真的辣眼睛发自虎扑Android客户端,0
1037楼,2018/4/21 9:42,小股东丶,最后看的詹姆斯的表情真的是心疼，宁愿今年首轮输球，也不想看到詹姆斯这么累了发自虎扑Android客户端,0
1038楼,2018/4/21 9:42,小胖看看鞋,引用4楼 @凯文摩尔 发表的:JR真厉害，先是让达伦科里森跑到后场拖延了时间，再来一个惊天地泣鬼神的最后一球，大写的服关键时刻除了老詹身后除了乐福没有一个人可以站出来，哎！这下好了，有詹姆斯的球队第一次在季后赛首轮1-2落后，如果每场都要詹姆斯得40+才能赢球，今年还是到此为止吧。詹姆斯已经33岁了。不想再见到鲈鱼一脸懵逼的站在场边了，真心的。看球了吗？看的文字？发自虎扑iPhone客户端,2
1039楼,2018/4/21 9:42,迂漟风,JR SMITH 吹响了骑士重建的号角，一球激起千层浪发自虎扑Android客户端,0
1040楼,2018/4/21 9:42,麦小e,引用1楼 @东风乱舞 发表的:泰伦卢战术完胜。卢：我战术都画好了，两场比赛都证明，詹姆斯只要能拿46分我们就能赢，他拿不到46分你们老怪我这个教练？日常甩锅泰伦卢发自虎扑Android客户端,1
1041楼,2018/4/21 9:42,古乃君,引用16楼 @Osirisks 发表的:起早了等我凯比赛的时候，看了一下第四节，说几个我看出来的点1.骑士进攻端的问题在于除了詹姆斯，没有一个能进攻的点，所有球不经过詹姆斯的手，就不知道怎么打了，没有战术没有跑位没有背打，就是把球给詹姆斯处理，这种打法詹姆斯太累了，就算是巅峰期的詹姆斯，身边也有韦德，也有欧文这些值得信赖的进攻点，现在的骑士没有2.骑士防守端又是习惯性的提前包夹持球人，问题是包夹完奥迪出球了之后的轮换太慢，让博格丹各种三分射爆，篮下被人上空蓝3.关于哨子，大家还是少看中文流的解说，自己看不懂吹罚还瞎带节奏，搞得两边球迷都在说哨子，英文解说那边每个响哨基本都说的很清楚，有的是很隐蔽的犯规（比如杨突破扣篮，吹了进攻犯规，中文解说一脸懵逼，搞得球迷以为再吹平衡哨，其实是吹得小萨后面偷偷拉住JR不给他去补防），第四节总的来说判罚没有什么特别大的出入4.轮泰伦卢也没啥意思，骑士的问题是阵容缺陷太明显，太依赖詹姆斯，问题剩下那些人，焦志喜、科沃尔、JR、胡德、克拉克森、南斯，哪个是能自主进攻的？唯一一个乐福，在森林狼当老大的时候，也不是自己强打类型的，泰伦卢一个教练能有啥办法，他布置克拉克森单打，布置乐福去背打，效果会好吗？5.詹姆斯是真厉害，第四节明显没体力了，突不动了，三分还各种answer，续住了命，这么打太累了虽然中文解说水平差一点，但问题是英文解说听不懂啊……发自虎扑iPhone客户端,30
1042楼,2018/4/21 9:42,一公分,要不是裁判这场3分钟内已经没悬念了发自手机虎扑 m.hupu.com,0
1043楼,2018/4/21 9:42,Gsa,卢指导战术单一，除了詹姆斯中低位持球单打传球给cba队友投没其他战术了，勒夫上半场打得不错下半场有关键三分但是漏人太严重，这样的骑士如果没有其他防守战术真的要止步首轮了。发自虎扑iPhone客户端,0
1044楼,2018/4/21 9:42,韦德绝杀热火,引用637楼 @夜寒不近流苏就是我 发表的:今天确实打的好。最后那球如果jr给乐福，乐福甩给詹姆斯，会不会好一点。不过最后几秒，估计也想不了那么多了就五秒了，而且老詹被两人包夹，jr这样投也是没办法，热线都在骂jr…发自虎扑Android客户端,0
1045楼,2018/4/21 9:42,里奥内马,苏群：骑士战术已经打出来了就是不进球  詹姆斯大量单打发自虎扑Android客户端,0
1046楼,2018/4/21 9:42,跳舞的肥猫y,引用196楼 @消失的客人 发表的:骑士的防守和步行者的防守对比鲜明啊……完全不像王者之师，总冠军队伍啊。不是王猛。。。。。。。发自虎扑Android客户端,0
1047楼,2018/4/21 9:42,待解救的OKC,引用144楼 @年青小二犯 发表的:骑士从教练到球员是想直接在第一轮就把詹姆斯累死。不狠草就只有第一轮了发自虎扑iPhone客户端,0
1048楼,2018/4/21 9:42,柯基戴绿帽,今年好了，我詹不用进总决赛拿亚军拉低历史地位了，哈哈哈发自虎扑iPhone客户端,0
1049楼,2018/4/21 9:42,生活艰辛呢,老詹没输！就是不知道怎么防的……发自虎扑Android客户端,0
1050楼,2018/4/21 9:42,凯尔特人输球多方受益,引用16楼 @Osirisks 发表的:起早了等我凯比赛的时候，看了一下第四节，说几个我看出来的点1.骑士进攻端的问题在于除了詹姆斯，没有一个能进攻的点，所有球不经过詹姆斯的手，就不知道怎么打了，没有战术没有跑位没有背打，就是把球给詹姆斯处理，这种打法詹姆斯太累了，就算是巅峰期的詹姆斯，身边也有韦德，也有欧文这些值得信赖的进攻点，现在的骑士没有2.骑士防守端又是习惯性的提前包夹持球人，问题是包夹完奥迪出球了之后的轮换太慢，让博格丹各种三分射爆，篮下被人上空蓝3.关于哨子，大家还是少看中文流的解说，自己看不懂吹罚还瞎带节奏，搞得两边球迷都在说哨子，英文解说那边每个响哨基本都说的很清楚，有的是很隐蔽的犯规（比如杨突破扣篮，吹了进攻犯规，中文解说一脸懵逼，搞得球迷以为再吹平衡哨，其实是吹得小萨后面偷偷拉住JR不给他去补防），第四节总的来说判罚没有什么特别大的出入4.轮泰伦卢也没啥意思，骑士的问题是阵容缺陷太明显，太依赖詹姆斯，问题剩下那些人，焦志喜、科沃尔、JR、胡德、克拉克森、南斯，哪个是能自主进攻的？唯一一个乐福，在森林狼当老大的时候，也不是自己强打类型的，泰伦卢一个教练能有啥办法，他布置克拉克森单打，布置乐福去背打，效果会好吗？5.詹姆斯是真厉害，第四节明显没体力了，突不动了，三分还各种answer，续住了命，这么打太累了我也就看了一小会拿乐福那个被吹的进攻犯规说，虽然是站住了，但是脚跟踩到了线，清清楚楚，苏老师硬是说没踩发自虎扑Android客户端,55
1051楼,2018/4/21 9:42,嘟嘴少侠老五,引用7楼 @点石宣传部长 发表的:看到卢指导的临场指挥，白天倒还好，一到晚上就抑制不住自己的感情，一个人躲在被子里偷偷笑出声来，咱76人组皇室家族有望啦求求76人收了老詹吧！骑士球迷实在看不下去了！发自虎扑iPhone客户端,87
1052楼,2018/4/21 9:42,德鲁小皇叔,骑士球迷真的累了。发自虎扑Android客户端,0
1053楼,2018/4/21 9:42,三旬老汉三分三中零,引用111楼 @Splendid俊少 发表的:卢指导疯狂包夹奥迪双钻。。。然而奥拉迪波出球速度不慢。。一旦快速出球就是4打3。。。单压×3！！！发自虎扑Android客户端,0
1054楼,2018/4/21 9:42,天空依然很美,我艹！骑士竟然又输了！发自手机虎扑 m.hupu.com,0
1055楼,2018/4/21 9:42,库里莱利宝贝,太差了，最后几分钟除了詹姆斯其他人完没有得分能力发自手机虎扑 m.hupu.com,0
1056楼,2018/4/21 9:42,lilitt,这是首轮啊，打成这样……发自虎扑iPhone客户端,0
1057楼,2018/4/21 9:42,Dhhhhhhhh,骑士能不能有点魄力，把鲈鱼给裁了…一个非詹密有点心疼詹姆斯了发自虎扑Android客户端,0
1058楼,2018/4/21 9:42,小詹姆斯的,引用597楼 @短路的皮卡丘 发表的:老詹尽力了，不可能场场40+三计续命三分，真心带不动了发自虎扑Android客户端,0
1059楼,2018/4/21 9:42,开开开开开开哥别杀我,引用7楼 @点石宣传部长 发表的:看到卢指导的临场指挥，白天倒还好，一到晚上就抑制不住自己的感情，一个人躲在被子里偷偷笑出声来，咱76人组皇室家族有望啦讲个笑话，76人总冠军发自虎扑Android客户端,8
1060楼,2018/4/21 9:42,夜寒不近流苏就是我,引用246楼 @我是小黄啊 发表的:这场比赛詹姆斯下半场打的很好吗?不是落后都不坚决打了?过了半场就传 能不能自己打一拿球就被各种夹击，消耗，传出去机会挺好，就是进不了发自虎扑Android客户端,0
1061楼,2018/4/21 9:42,切嗣君,1裁判做出合理判罚比想象的难得多。 我这么说没毛病吧？2骑士本来下半场打的就不好 出手太犹豫 防守稀烂。3战术宝才泰伦卢 骑士捡到鬼了。4希望首轮出局吧 认清楚现实 做出改变。发自虎扑Android客户端,1
1062楼,2018/4/21 9:42,申花米兰湖人,引用7楼 @点石宣传部长 发表的:看到卢指导的临场指挥，白天倒还好，一到晚上就抑制不住自己的感情，一个人躲在被子里偷偷笑出声来，咱76人组皇室家族有望啦我也觉得詹姆斯去76人可能性不小，这样的话，皇帝大帝西帝，再加上丞相和儿子，真的不得了了。发自虎扑Android客户端,56
1063楼,2018/4/21 9:42,赤子追meng,引用86楼 @消失的客人 发表的:王子星：骑士这什么防守！苏群：整场不都这样么…………手瓢，刚才打错了对话确实是这样的，但是那个不是王猛发自虎扑iPhone客户端,0
1064楼,2018/4/21 9:42,KOBE_GOAT, 引用内容由于违规已被删除非要韦德欧文那种突破能力的后卫也太强人所难了吧？讲道理小克突破能力不弱的发自虎扑iPhone客户端,0
1065楼,2018/4/21 9:43,人生初见秋风画扇,王朝倾颓，摇摇欲坠发自虎扑Android客户端,0
1066楼,2018/4/21 9:43,冲撞车詹姆斯,个人觉得15-16赛季绝地七武士比这个阵容都要强，因为当时大家都很清楚自己的任务，射手投篮不会犹豫，只要老汉一传就立马出手，这场球看得出来因为步行者的防守压力，射手们出手都很忧郁，不过防守真的差太远了，我看骑士射手被防得毫无机会，步行者个个是空位，只祈求别人不进，在NBA这种联赛来说是不存在的发自虎扑iPhone客户端,0
1067楼,2018/4/21 9:43,我就是胖吉米,第一次主动看骑士的球，我是要看詹姆斯是怎么累死的,0
1068楼,2018/4/21 9:43,Mr.范,Jr 把自己当库里？科里森后场街球这一战术把卢按在地上打！发自虎扑iPhone客户端,0
1069楼,2018/4/21 9:43,最平凡的普通人,引用19楼 @抬望眼那年花开 发表的:博格达诺维奇今天是伯德附身了！厉害极了！这没办法，但骑士到目前地步有3个问题，卢，少个内线防守大闸，少个突破能力强能给詹姆斯分担得分压力的后卫！这三个76人都有 来吧老汉 内线防守大闸恩比德 后卫突破高手西蒙斯 马刺系教练布朗 还有一众射手发自虎扑iPhone客户端,0
1070楼,2018/4/21 9:43,今年詹姆斯夺冠时说,输了就输了，完全看不出骑士的整体性的感觉，我从来没喷过卢，但是今天看了完整的直播后，我认为今天这结果和卢的无能完全脱不开关系，兵怂怂一个，将怂怂一窝，早点下课吧，别毁了球队，发自虎扑iPhone客户端,0
1071楼,2018/4/21 9:43,威斯布鲁嗑,神tm最后两罚全中和两罚中一没区别......最后还挺自豪地说看我说的吧...发自虎扑Android客户端,0
1072楼,2018/4/21 9:43,小马欧巴诶,引用16楼 @Osirisks 发表的:起早了等我凯比赛的时候，看了一下第四节，说几个我看出来的点1.骑士进攻端的问题在于除了詹姆斯，没有一个能进攻的点，所有球不经过詹姆斯的手，就不知道怎么打了，没有战术没有跑位没有背打，就是把球给詹姆斯处理，这种打法詹姆斯太累了，就算是巅峰期的詹姆斯，身边也有韦德，也有欧文这些值得信赖的进攻点，现在的骑士没有2.骑士防守端又是习惯性的提前包夹持球人，问题是包夹完奥迪出球了之后的轮换太慢，让博格丹各种三分射爆，篮下被人上空蓝3.关于哨子，大家还是少看中文流的解说，自己看不懂吹罚还瞎带节奏，搞得两边球迷都在说哨子，英文解说那边每个响哨基本都说的很清楚，有的是很隐蔽的犯规（比如杨突破扣篮，吹了进攻犯规，中文解说一脸懵逼，搞得球迷以为再吹平衡哨，其实是吹得小萨后面偷偷拉住JR不给他去补防），第四节总的来说判罚没有什么特别大的出入4.轮泰伦卢也没啥意思，骑士的问题是阵容缺陷太明显，太依赖詹姆斯，问题剩下那些人，焦志喜、科沃尔、JR、胡德、克拉克森、南斯，哪个是能自主进攻的？唯一一个乐福，在森林狼当老大的时候，也不是自己强打类型的，泰伦卢一个教练能有啥办法，他布置克拉克森单打，布置乐福去背打，效果会好吗？5.詹姆斯是真厉害，第四节明显没体力了，突不动了，三分还各种answer，续住了命，这么打太累了你没看中文解说吧？杨那个扣篮犯规这边中文解说也说了是后面萨博尼斯拉人了，你可别乱带节奏发自虎扑iPhone客户端,45
1073楼,2018/4/21 9:43,AI罚球全联盟第一,引用4楼 @凯文摩尔 发表的:JR真厉害，先是让达伦科里森跑到后场拖延了时间，再来一个惊天地泣鬼神的最后一球，大写的服关键时刻除了老詹身后除了乐福没有一个人可以站出来，哎！这下好了，有詹姆斯的球队第一次在季后赛首轮1-2落后，如果每场都要詹姆斯得40+才能赢球，今年还是到此为止吧。詹姆斯已经33岁了。不想再见到鲈鱼一脸懵逼的站在场边了，真心的。乐福勉强能帮一下吧发自虎扑Android客户端,0
1074楼,2018/4/21 9:43,melolee7,引用196楼 @消失的客人 发表的:骑士的防守和步行者的防守对比鲜明啊……完全不像王者之师，总冠军队伍啊。那怎么是王猛了就变成发自虎扑iPhone客户端,0
1075楼,2018/4/21 9:43,微暖微暖,这个系列赛要打七场了。。。。。。发自虎扑Android客户端,0
1076楼,2018/4/21 9:43,科比叫我来巡山,骑士真是能运球攻击的太少了，老詹又干了四十几分钟，不容易啊！卢指导，服你了。发自虎扑Android客户端,0
1077楼,2018/4/21 9:43,偂ㄝ衿笙,我现在希望骑士赶紧首轮游的期望越来越强烈，这是要累死老汉吗？就算拖进二轮就这状态也是个死发自虎扑Android客户端,0
1079楼,2018/4/21 9:43,动感光波哔哔哔哔,很喜欢奥迪  看了比赛 步行者的防守强度  让骑士除了詹姆斯所有其他人都不适应 如果不包夹奥迪的话  估计会死的很快  一突一个准啊,0
1081楼,2018/4/21 9:43,克利夫兰巨星乔治,我作为詹蜜 真的不是球员的问题不要再怪什么球员不行 是骑士这个体系和战术的问题 战术都没有就是让人硬投 无论再好的角色球员来了 都会打的很烂 我只希望老詹下赛季能够离开就好发自虎扑iPhone客户端,0
1082楼,2018/4/21 9:43,德鲁2欧巴,Jr最后为什么不传一下乐福？是鲈鱼没安排战术还是jr没脑子神经来了。开始觉得老詹可能去马刺了发自虎扑Android客户端,0
1083楼,2018/4/21 9:43,SarielWing, 引用内容由于违规已被删除还想要啥？？发自手机虎扑 m.hupu.com,0
1084楼,2018/4/21 9:43,骑士干翻公牛,战术鬼才泰伦卢，令人窒息的战术布置发自虎扑Android客户端,0
1085楼,2018/4/21 9:43,96皇帝,引用4楼 @凯文摩尔 发表的:JR真厉害，先是让达伦科里森跑到后场拖延了时间，再来一个惊天地泣鬼神的最后一球，大写的服关键时刻除了老詹身后除了乐福没有一个人可以站出来，哎！这下好了，有詹姆斯的球队第一次在季后赛首轮1-2落后，如果每场都要詹姆斯得40+才能赢球，今年还是到此为止吧。詹姆斯已经33岁了。不想再见到鲈鱼一脸懵逼的站在场边了，真心的。这能怪jr？发自虎扑Android客户端,4
1086楼,2018/4/21 9:43,霸气稀饭锅, 引用内容由于违规已被删除哈哈，帮他勒续命，都是帮詹姆斯赢球，骑士输赢只关系到詹姆斯发自虎扑iPhone客户端,33
1087楼,2018/4/21 9:43,李晶鑫,g2g3都看了，今天的哨子根本就没什么大问题。反倒是g2，开场一分半cp就吹奥迪2犯规导致奥迪第一节一直没上。要不然现在估计就是3-0了。发自虎扑Android客户端,0
1088楼,2018/4/21 9:43,javalelee,今天裁判已经尽力了发自虎扑Android客户端,0
1089楼,2018/4/21 9:43,天上钞票飞,我特么想看看泰伦卢说什么。发自虎扑Android客户端,0
1090楼,2018/4/21 9:43,阿克伦少年,最后一个步行者发球骑士要赶紧犯规的球，这么明显格林的站位错误，在防守人和篮筐之间，旁边一掩护球发后场必然浪费好几秒。真·战术大师·太能撸。发自虎扑iPhone客户端,0
1091楼,2018/4/21 9:43,松冈篮球,步行者得分不过百发自虎扑Android客户端,0
1092楼,2018/4/21 9:43,飞翔的葡萄牙人,引用4楼 @凯文摩尔 发表的:JR真厉害，先是让达伦科里森跑到后场拖延了时间，再来一个惊天地泣鬼神的最后一球，大写的服关键时刻除了老詹身后除了乐福没有一个人可以站出来，哎！这下好了，有詹姆斯的球队第一次在季后赛首轮1-2落后，如果每场都要詹姆斯得40+才能赢球，今年还是到此为止吧。詹姆斯已经33岁了。不想再见到鲈鱼一脸懵逼的站在场边了，真心的。真的服了他。。最后哪里来的自信,0
1094楼,2018/4/21 9:43,忠豪一生,其实讲真  步行者防守真的脏发自虎扑iPhone客户端,0
1095楼,2018/4/21 9:43,真的是你么是你么,jr全场打的是什么东西啊 鲈鱼还真的让他让对面那个小前锋阿 脑子都在哪里啊？？发自虎扑iPhone客户端,0
1096楼,2018/4/21 9:43,henry032,詹姆斯完美无瑕，队友CBA，无能教练，詹姆斯牛B发自虎扑Android客户端,0
1097楼,2018/4/21 9:43,围观者说, 引用内容由于违规已被删除TT萎了，欧文走了，老詹。。。。。凉了发自虎扑iPhone客户端,0
1098楼,2018/4/21 9:43,小猪滚滚,引用86楼 @消失的客人 发表的:王子星：骑士这什么防守！苏群：整场不都这样么…………手瓢，刚才打错了那不是王猛，是王子星兄dei ,0
1099楼,2018/4/21 9:43,jeremisalm,夹击奥迪没毛病，可惜防不住博格达诺维奇啊77比84的时候，老詹的两记三分很强硬最后乐福的三分也是，可惜最后时间不够了骑士下一场加油！！！发自虎扑Android客户端,0
1100楼,2018/4/21 9:43,JRKoverMrF,鲈指导真牛x！发自虎扑Android客户端,0
1101楼,2018/4/21 9:43,肇庆歌神张学友,引用138楼 @不说过往不叹时光 发表的:这么多年第一次想詹姆斯离开，哪怕是被黑第二次吧，骑士1.0时不也是支持他走么发自虎扑iPhone客户端,6
1102楼,2018/4/21 9:43,老火汤,看骑士的球真的是，开场喂糖，后来靠着老詹才喂的夹心，一尝不对劲，一点点看下去才知道你给我夹的是屎。太心塞了，真是求求你们了骑士队的各位们，球员也好教练组也好，给点力啊发自虎扑iPhone客户端,0
1104楼,2018/4/21 9:43,骚韦穿上半月板,破骑还是那个破骑发自虎扑iPhone客户端,0
1105楼,2018/4/21 9:43,忧伤倒数,真的这锅鲈鱼不背谁来背，也别黑jr了，今天努力防守的态度大家也看得见，半场的时候大家各种给力，知道包夹奥迪，下半场奥迪变个打发就蒙了？骑士今年歇着把，看着老詹这样心里真难受发自虎扑iPhone客户端,0
1106楼,2018/4/21 9:43,JR史密湿,引用4楼 @凯文摩尔 发表的:JR真厉害，先是让达伦科里森跑到后场拖延了时间，再来一个惊天地泣鬼神的最后一球，大写的服关键时刻除了老詹身后除了乐福没有一个人可以站出来，哎！这下好了，有詹姆斯的球队第一次在季后赛首轮1-2落后，如果每场都要詹姆斯得40+才能赢球，今年还是到此为止吧。詹姆斯已经33岁了。不想再见到鲈鱼一脸懵逼的站在场边了，真心的。几秒钟你传啊发自虎扑Android客户端,3
1107楼,2018/4/21 9:43,248248824,詹皇已尽力  教练CBA？发自虎扑iPhone客户端,0
1108楼,2018/4/21 9:43,LKL0232,引用4楼 @凯文摩尔 发表的:JR真厉害，先是让达伦科里森跑到后场拖延了时间，再来一个惊天地泣鬼神的最后一球，大写的服关键时刻除了老詹身后除了乐福没有一个人可以站出来，哎！这下好了，有詹姆斯的球队第一次在季后赛首轮1-2落后，如果每场都要詹姆斯得40+才能赢球，今年还是到此为止吧。詹姆斯已经33岁了。不想再见到鲈鱼一脸懵逼的站在场边了，真心的。最后呢球不能怪jr吧…发自虎扑iPhone客户端,2
1109楼,2018/4/21 9:43,小球迷233,引用196楼 @消失的客人 发表的:骑士的防守和步行者的防守对比鲜明啊……完全不像王者之师，总冠军队伍啊。那个人是王猛吗。。你看的哪个发自虎扑Android客户端,0
1110楼,2018/4/21 9:43,第二黄昏,一首凉凉送给骑士发自虎扑Android客户端,0
1111楼,2018/4/21 9:43,昌老师说,引用86楼 @消失的客人 发表的:王子星：骑士这什么防守！苏群：整场不都这样么…………手瓢，刚才打错了讲道理上半场其实的防守轮转还是算及时的，当然有个原因也是步行者出球慢，下半场这防守跟上半场差的不是一星半点发自虎扑Android客户端,0
1112楼,2018/4/21 9:43,康仔YE,引用16楼 @Osirisks 发表的:起早了等我凯比赛的时候，看了一下第四节，说几个我看出来的点1.骑士进攻端的问题在于除了詹姆斯，没有一个能进攻的点，所有球不经过詹姆斯的手，就不知道怎么打了，没有战术没有跑位没有背打，就是把球给詹姆斯处理，这种打法詹姆斯太累了，就算是巅峰期的詹姆斯，身边也有韦德，也有欧文这些值得信赖的进攻点，现在的骑士没有2.骑士防守端又是习惯性的提前包夹持球人，问题是包夹完奥迪出球了之后的轮换太慢，让博格丹各种三分射爆，篮下被人上空蓝3.关于哨子，大家还是少看中文流的解说，自己看不懂吹罚还瞎带节奏，搞得两边球迷都在说哨子，英文解说那边每个响哨基本都说的很清楚，有的是很隐蔽的犯规（比如杨突破扣篮，吹了进攻犯规，中文解说一脸懵逼，搞得球迷以为再吹平衡哨，其实是吹得小萨后面偷偷拉住JR不给他去补防），第四节总的来说判罚没有什么特别大的出入4.轮泰伦卢也没啥意思，骑士的问题是阵容缺陷太明显，太依赖詹姆斯，问题剩下那些人，焦志喜、科沃尔、JR、胡德、克拉克森、南斯，哪个是能自主进攻的？唯一一个乐福，在森林狼当老大的时候，也不是自己强打类型的，泰伦卢一个教练能有啥办法，他布置克拉克森单打，布置乐福去背打，效果会好吗？5.詹姆斯是真厉害，第四节明显没体力了，突不动了，三分还各种answer，续住了命，这么打太累了这点我广体牛呀。慢镜就说了，原来是jr被拉住了发自虎扑Android客户端,15
1113楼,2018/4/21 9:43,05球迷专治各hei,骑士已经凉了，情况概括为鲈鱼看上半场夹击效果好，直接全场中线夹奥迪，步行者调整了2侧锋线到45度三分线接应，一夹一控卫，夹输了10多分，夹到最后一分钟的时候中锋篮下空位随便放篮，如果不是詹姆斯第四节中间连续2个三分，早就死透了发自虎扑Android客户端,0
1114楼,2018/4/21 9:43,johnson0802,步行者牛逼，再接再厉！发自虎扑iPhone客户端,0
1115楼,2018/4/21 9:43,ai你ai你,个人觉得克拉克森不错，为什么。没有多少出手机会?然后总觉得奥迪这次三分太浪了。发自虎扑Android客户端,0
1116楼,2018/4/21 9:43,麦迪爱吃番茄酱,卢：我们的防守还不错连续三场都没让对手得分上百发自虎扑Android客户端,0
1117楼,2018/4/21 9:43,炫炫炫炫炫炫炫,第四节有个镜头是JR传球给詹姆斯失误，然后步行者打了个反击三分，镜头给到了詹姆斯，背影显得满满的无奈，有谁可以给个动图发自虎扑Android客户端,0
1118楼,2018/4/21 9:43,詹皇C罗大威少,赛后，卢指导发言：虽然结果不令人满意，但是本场比赛我们的的防守做的不错，把对手的得分限制在了100分以内！！！我只想说，你他娘的还真懂球！！！发自虎扑iPhone客户端,0
1119楼,2018/4/21 9:43,飞翔的老肥鹅,引用196楼 @消失的客人 发表的:骑士的防守和步行者的防守对比鲜明啊……完全不像王者之师，总冠军队伍啊。那是王子星...发自虎扑Android客户端,0
1120楼,2018/4/21 9:43,我爱克城詹皇,这场比赛我有几个疑问1. 为什么希尔状态这么好最后被死死摁在板凳上2. 为什么最后时刻防守选择上克拉克森3.为什么下半场57-50打到57-44的时候叫暂停 57-50不叫暂停而是59-50的时候暂停 这一切导致了最后没有暂停可用4. 为什么下半场开始换成了双后卫包夹而不是原来的挡拆后包夹5. 为什么詹姆斯第三四节进攻欲望这么低6. 博格丹诺维奇很厉害 offense and defense 欢迎收看小李评球发自虎扑iPhone客户端,0
1121楼,2018/4/21 9:43,我和彦祖一个姓,感谢Jr不杀之恩发自虎扑iPhone客户端,0
1122楼,2018/4/21 9:43,OJ_梅毒,卢姥爷生前也是体面人发自虎扑Android客户端,0
1123楼,2018/4/21 9:43,洛杉矶打铁匠,太能撸，我求求你别包夹持球人了，就是最后5分钟乱包夹奥迪让步行者轻松得分，实在看不懂为什么要在中线包夹，别人出球多容易啊，一出球全是机会，让奥迪进到罚球线再包夹不可以吗，况且奥迪这场三分不准，真的搞不懂中线包夹是什么几把战术。发自虎扑Android客户端,0
1124楼,2018/4/21 9:43,LBJ_23_js,引用12楼 @登等瞪等凳 发表的:夸一波博格丹，真的秀，第四节7中5独得15分，大心脏啊，今天是步行者完成大逆转的首席功臣骑士半场领先17分还能被逆转，下半场全队超鬼，各种空位打铁，各种失误，防守也跟不上，进攻也打不开。。。卢教头：老詹不砍下40+就想赢球，不存在的。。。输了认，但这吹罚有点过分了发自虎扑Android客户端,4
1125楼,2018/4/21 9:43,避繁就简时光,打得....不好看.发自虎扑iPhone客户端,0
1126楼,2018/4/21 9:43,一尘世间迷途书童,最后一球，JR真是太自信了发自虎扑iPhone客户端,0
1127楼,2018/4/21 9:43,热队魂韦德,引用86楼 @消失的客人 发表的:王子星：骑士这什么防守！苏群：整场不都这样么…………手瓢，刚才打错了那一瞬间 瞬间出戏 可惜了老詹连着三个续命三分发自虎扑Android客户端,0
1128楼,2018/4/21 9:43,老詹还没退役呢,领先17分被反超7分，詹姆斯三分强行续命，没配合，没战术，詹姆斯打的应该明确点，就是自己持球单打别再指望队友了，这就算过了一轮东绝都无望发自虎扑Android客户端,0
1129楼,2018/4/21 9:43,十年正儿八经篮球迷,jr真该传最后那个球，克拉乐福位置都很好啊，乏克！发自虎扑Android客户端,0
1130楼,2018/4/21 9:43,三军一仗,引用4楼 @凯文摩尔 发表的:JR真厉害，先是让达伦科里森跑到后场拖延了时间，再来一个惊天地泣鬼神的最后一球，大写的服关键时刻除了老詹身后除了乐福没有一个人可以站出来，哎！这下好了，有詹姆斯的球队第一次在季后赛首轮1-2落后，如果每场都要詹姆斯得40+才能赢球，今年还是到此为止吧。詹姆斯已经33岁了。不想再见到鲈鱼一脸懵逼的站在场边了，真心的。关键时候乐福没有站出来？每次只要输球，都是老詹尽力了，老詹没有输，队友有病，队友CBA。不说詹黑怎么样，普通球迷也看不下去了。发自虎扑iPhone客户端,6
1131楼,2018/4/21 9:43,3布雷克格里芬2,引用351楼 @小郭襄 发表的:詹姆斯尽力了，输球不怪他骑士啊，可长点心吧点心？什么点心？鲈鱼派？发自虎扑iPhone客户端,0
1132楼,2018/4/21 9:43,不逊色,输了好，不然总担心你要输，每场都这样骑士球迷看得也心惊胆战啊，就这样吧。发自手机虎扑 m.hupu.com,0
1133楼,2018/4/21 9:43,35号球员,引用196楼 @消失的客人 发表的:骑士的防守和步行者的防守对比鲜明啊……完全不像王者之师，总冠军队伍啊。这也有人亮？发自虎扑Android客户端,0
1134楼,2018/4/21 9:43,hgwxx07,忽然才想起，奥迪这，也算一人一城了,0
1135楼,2018/4/21 9:43,dittosmell,骑士一轮游吧，看的没心情，领先累，落后更累！发自虎扑Android客户端,0
